NOME FANTASIA;CNES;CNPJ;UF;MUNICIPIO;DATA DE ATUALIZAÇÃO
CLINICA SAO JUDAS TADEU;2614480;03073887000136;PA;PARAUAPEBAS;30/08/2018
CLINICA SAO JUDAS TADEU;3366243;03429390000108;SP;ARACATUBA;30/08/2018
CLINICA SAO JUDAS TADEU LTDA;3765784;03252835000127;MG;CARATINGA;30/08/2018
CLINICA SAO LUCAS SUZANO;3670120;01150445000110;SP;SUZANO;30/08/2018
CLINICA SAUDE E VIDA;6623344;11911680000111;BA;SALVADOR;30/08/2018
CLINICA SCHMILLEVITCH B ARRA FUNDA;3273504;02442823000879;SP;SAO PAULO;30/08/2018
CLINICA SCHMILLEVITCH UNIDADE ANGELICA;3273482;02442823000100;SP;SAO PAULO;30/08/2018
CLINICA SCHMILLEVITCH UNIDADE SANTA CECILIA;7889747;02442823000950;SP;SAO PAULO;30/08/2018
CLINICA SCHMILLEVITCH UNIDADE SANTANA;3273474;02442823000526;SP;SAO PAULO;30/08/2018
CLINICA SCHMILLEVITCH UNIDADE SANTO AMARO;3273490;02442823000364;SP;SAO PAULO;30/08/2018
CLINICA SCHMILLEVITCH UNIDADE SUMARE;3273458;02442823000798;SP;SAO PAULO;30/08/2018
CLINICA SCHMILLEVITCH UNIDADE TATUAPE;3273466;02442823000607;SP;SAO PAULO;30/08/2018
CLINICA SEABRA ROZENBERG;6273092;03745920000127;RJ;RIO DE JANEIRO;30/08/2018
CLINICA SENSUMED;3400557;05992464000145;AM;MANAUS;30/08/2018
CLINICA SENTIDOS;6648835;11673205000154;MG;BELO HORIZONTE;30/08/2018
CLINICA SIMPLES SAUDE;7997116;24693313000130;MG;ITABIRITO;30/08/2018
CLINICA SOHAM;3222225;04954290000163;SP;SAO PAULO;30/08/2018
CLINICA SOM DIAGNOSTICOS;3240401;14055768000177;PA;BELEM;30/08/2018
CLINICA SOMMA;6474624;01963964000106;CE;FORTALEZA;30/08/2018
CLINICA SONIA REGINA DA SILVA;7182120;74333154000131;SP;SAO PAULO;30/08/2018
CLINICA SONIA REGINA DA SILVA LTDA;7182120;74333154000131;SP;SAO CAETANO DO SUL;30/08/2018
CLINICA STA RITA;3623882;01462830000101;SP;ASSIS;30/08/2018
CLINICA TAMAKI SERVICOS MEDICOS LTDA;5234034;03618839000186;SP;CARAPICUIBA;30/08/2018
CLINICA TERAPEUTICA PESSACH;7621191;20231843000106;SP;SANTOS;30/08/2018
CLINICA TRATIVITA FISIOTERAPIA;7980515;23561986000174;SP;SAO PAULO;30/08/2018
CLINICA TRIADE;3242102;64029143000109;SP;SAO PAULO;30/08/2018
CLINICA ULTRAPREVEN;5038804;05485764000138;PA;BRAGANCA;30/08/2018
CLINICA UROMASTER;7264895;10699037000103;DF;BRASILIA;30/08/2018
CLINICA VIDA;2519925;16131732000150;BA;ALAGOINHAS;30/08/2018
CLINICA VIDIGAL;3721779;03834446000100;MS;DOURADOS;30/08/2018
CLINICA VISTA VERDE;3290204;16709380000178;SP;SAO JOSE DOS CAMPOS;30/08/2018
CLINICA VITA;2338815;37259116000150;GO;GOIANIA;30/08/2018
CLINICA VITAE;3889475;03774679000164;MS;CAMPO GRANDE;30/08/2018
CLINICA VITAL;5455294;07983453000124;MG;BELO HORIZONTE;30/08/2018
CLINICA VITALIS FISIOTERAPIA;3973247;05101155000138;GO;CATALAO;30/08/2018
CLINICA VITALIS FISIOTERAPIA;9,80E+12;05101155000138;GO;CATALAO;30/08/2018
CLINICA VIVERE;6253024;10584961000144;SP;CAMPINAS;30/08/2018
CLINICA VOTUFISIO VOTUPORANGA;7571011;18875677000139;SP;VOTUPORANGA;30/08/2018
CLINICA WADAD ABDALA;7061331;14054256000196;DF;BRASILIA;30/08/2018
CLINICA ZUIANI DE FISIOTERAPIA E FONOAUDIOLOGIA;3891844;07490448000180;SP;BAURU;30/08/2018
CLINICAL CENTER;5272300;00744357000184;AL;MACEIO;30/08/2018
CLINICAL CENTER;5258170;03116136000150;MG;BELO HORIZONTE;30/08/2018
CLINICAS INTEGRADAS DE EXCELENCIAS EM SAUDE;6075657;25205162000197;MG;MONTES CLAROS;30/08/2018
CLINICAS INTEGRADAS HOSPITAL UNIVERSITARIO MARIO PALMERIO;2195585;25452301000500;MG;UBERABA;30/08/2018
CLINICAS INTEGRADAS SAO JOSE SC LTDA;3028488;04111799000144;PR;SAO JOSE DOS PINHAIS;30/08/2018
CLINICAS MASTERPLASTICA MONTE SINAI;2515598;07230181000191;RO;ARIQUEMES;30/08/2018
CLINICATACTUS;6603866;06277192000164;DF;BRASILIA;30/08/2018
CLINICOR;3525627;15001928000168;BA;ITABUNA;30/08/2018
CLINICOR CLINICA CARDIOLOGICA;3317307;00958245000126;GO;GOIANIA;30/08/2018
CLINIFAZ FISIOTERAPIA;5633346;08634882000159;PR;FAZENDA RIO GRANDE;30/08/2018
CLINIFERT;3261956;01561977000140;BA;SALVADOR;30/08/2018
CLINIFISIO;3094480;02891834000160;RS;CARLOS BARBOSA;30/08/2018
CLINIFISIO;7336500;18447584000103;MG;BOTELHOS;30/08/2018
CLINIFISIO;314882;03810734000124;SE;ARACAJU;30/08/2018
CLINIFISIO;2737620;01443735000152;PR;CASCAVEL;30/08/2018
CLINIFISIO;3825094;05537385000144;SC;SAO JOAQUIM;30/08/2018
CLINIFONO;3484645;06038315000104;RS;SANTA CRUZ DO SUL;30/08/2018
CLINIGASTRO;3932923;05557454000181;DF;BRASILIA;30/08/2018
CLINILAB;2242095;97236616000106;RS;SAO VICENTE DO SUL;30/08/2018
CLINILAB;9207855;03838795000108;RS;FAXINAL DO SOTURNO;30/08/2018
CLINILAB;2706393;01737442000188;MG;RIO CASCA;30/08/2018
CLINILAB ANALISES CLINICAS SA LTDA;2683091;78179363000123;PR;PARANAGUA;30/08/2018
CLINILAB LABORATORIO;2578476;80507429000109;PR;LONDRINA;30/08/2018
CLINILAB LABORATORIO DE ANALISES CLINICAS;6342830;10652054000195;SC;MONDAI;30/08/2018
CLINILAB LABORATORIO DE ANALISES CLINICAS;4052153;01132716000105;PR;COLOMBO;30/08/2018
CLINILABOR ROJAN;2124785;00831797000179;MG;IBIRITE;30/08/2018
CLINILAR;3214087;65158644000158;MG;BELO HORIZONTE;30/08/2018
CLINIMARC CARDIOLOGIA E ENDOCRINOLOGIA;6811329;13664630000102;PR;CURITIBA;30/08/2018
CLINIMED;6661866;11483936000137;MS;COSTA RICA;30/08/2018
CLINIRIM FPOLIS;20095;81531949000110;SC;FLORIANOPOLIS;30/08/2018
CLINITEST LABORATORIO DE ANALISES CLINICAS;6208738;00795778000487;RS;ARROIO DOS RATOS;30/08/2018
CLINITEST LABORATORIO DE ANALISES CLINICAS;13511;00795778000215;RS;SAO JERONIMO;30/08/2018
CLINITEST LABORATORIO DE ANALISES CLINICAS;5353645;00795778000304;RS;BUTIA;30/08/2018
CLINITEST LABORATORIO DE ANALISES CLINICAS;5276993;25660077000119;MG;MACHADO;30/08/2018
CLINITEST LABORATORIO DE ANALISES CLINICAS;3559416;00795778000134;RS;CHARQUEADAS;30/08/2018
CLINLABI;3115941;00732650000121;RJ;MIGUEL PEREIRA;30/08/2018
CLINOP CLINICA DE OLHOS PEGADO;3741575;30347876000170;RJ;NITEROI;30/08/2018
CLINOP INSTITUTO DE OLHOS;6610706;27774561000102;RJ;NITEROI;30/08/2018
CLINSELF MULTICLINICA;7810350;22849220000127;DF;BRASILIA;30/08/2018
CLINTRAT;5707196;08887636000109;DF;BRASILIA;30/08/2018
CLIOGUE;3728315;42255448000104;BA;SALVADOR;30/08/2018
CLIPARLIFE;7921233;18373595000277;MG;MAR DE ESPANHA;30/08/2018
CLIPE CLINICA PEDIATRICA;3127451;74130576000100;RJ;NITEROI;30/08/2018
CLISF;2644738;16290496000115;BA;VALENTE;30/08/2018
CM FISIOTERAPEUTAS ASSOCIADOS LTDA;3167836;01780933000101;SC;BLUMENAU;30/08/2018
CMA;7277857;00913838000176;RO;PORTO VELHO;30/08/2018
CMA CENTRO DE MEDICIA AVANCADA;6671454;10692530000100;GO;GOIANESIA;30/08/2018
CMA CENTRO MEDICO ANESTESIOLOGICO DE RONDONIA LTDA;5407176;02430129000165;RO;PORTO VELHO;30/08/2018
CMD ITU;7759118;20053174000120;SP;ITU;30/08/2018
CMIN CLINICA NEFROLOGICA;2048302;58408139000159;SP;SAO PAULO;30/08/2018
CNC CLINICA DE NEFROLOGIA DE CASTANHAL;6106463;10014927000134;PA;CASTANHAL;30/08/2018
COD CENTRO OCULAR DE DIAGNOSTICO SOCIEDADE SIMPLES;5602947;08917286000186;RS;PORTO ALEGRE;30/08/2018
COFE CENTRO DE OTORRINO E FONOAUD ESPECIALIZADO;6510019;11230249000100;ES;VILA VELHA;30/08/2018
COLPOCITO LABORATORIO DE ARAXA;2180782;20059465000125;MG;ARAXA;30/08/2018
COM TATO;5127319;31789159000160;ES;SAO MATEUS;30/08/2018
COMMUNICARE SAUDE;5799406;07446110000120;SP;CAIEIRAS;30/08/2018
COMPANHIA DA SAUDE ITAJUBA;3145530;04095045000148;MG;ITAJUBA;30/08/2018
COMPLET;3270157;03899141000186;PB;CAMPINA GRANDE;30/08/2018
COMUNICADOR ACUSTICO;5320194;08297321000101;PR;CURITIBA;30/08/2018
COMUNICAR;2805340;04329981000176;MG;IPATINGA;30/08/2018
CONCILIARE CENTRO INTEGRADO DE SAUDE DE FORMIGA MG;6198856;09062062000100;MG;FORMIGA;30/08/2018
CONLAB;6427286;03313300000119;MG;BELO HORIZONTE;30/08/2018
CONLAB SERVICOS MEDICOS;3210103;39185509000191;RJ;SAO GONCALO;30/08/2018
CONNECTOR SAUDE;6743226;32136343000174;RJ;RIO DE JANEIRO;30/08/2018
CONS CENTER FISIO;6262392;04087278000107;SP;SAO PAULO;30/08/2018
CONS FISIO EDUARDO VICTOR PIANCA;6668410;73316473000176;SP;SAO PAULO;30/08/2018
CONS FONO ELIANA RUTH HEILBERG;5315239;;SP;SAO PAULO;30/08/2018
CONS FONO SOLANGE DORFMAN KNIJNIK;3925315;;SP;SAO PAULO;30/08/2018
CONS FONOAUDIOLOGA IEDA RUGGER;6164722;;SP;SAO PAULO;30/08/2018
CONS FONOAUDIOLOGIA MARISA EL HADI;3745406;;SP;SAO PAULO;30/08/2018
CONS FONOAUDIOLOGICO QUALYMARKET;6190898;04549638000137;SP;SAO PAULO;30/08/2018
CONS MEDICO GENESSIS;3776247;03810528000114;SP;SAO PAULO;30/08/2018
CONS MEDICO MARCOS JOAQUIM DE CASTRO;6501516;;SP;SAO PAULO;30/08/2018
CONS MEDICO NEWTON KARA JOSE JUNIOR;3852105;03097845000135;SP;SAO PAULO;30/08/2018
CONS MEDICO RENATO SAAD;5853656;04044363000180;SP;SAO PAULO;30/08/2018
CONS MEDICO ROBERTO ALCANTARA MAIA;3651339;48436703000193;SP;SAO PAULO;30/08/2018
CONS NUTRICAO NUTRICLIN NUTRICAO CLINICA E ESPORTIVA;6182461;10595372000161;SP;SAO PAULO;30/08/2018
CONS NUTRICAO SIMONE GIL NOBREGA VIEIRA;7330707;;SP;SAO PAULO;30/08/2018
CONS ODONTO CLESSY MARIA ALVES CARDOSO;5179025;;SP;SAO PAULO;30/08/2018
CONS ODONTO TOKAI SERVICOS EM ODONTOLOGIA;3859258;09292562000120;SP;SAO PAULO;30/08/2018
CONS PSICOLOGIA MONICA MARIA;6286593;;SP;SAO PAULO;30/08/2018
CONS REABILITE;6813038;13157861000120;SP;SAO PAULO;30/08/2018
CONSULTE SAUDE;7775415;21572983000100;AL;MACEIO;30/08/2018
CONSULTORIO CASS EIRELI;7181663;16587425000189;SC;SAO BENTO DO SUL;30/08/2018
CONSULTORIO DE FONOAUDIOLOGIA KARINA FOGACA;9004262;26639754000180;SC;FLORIANOPOLIS;30/08/2018
CONSULTORIO DE FONOAUDIOLOGIA SUSANA BUENO DE SOUZA;3773205;;SP;JUNDIAI;30/08/2018
CONSULTORIO DE OFTALMOLOGIA DR RENATO M B FORMIGA;3039323;77750131000110;PR;CURITIBA;30/08/2018
CONSULTORIO DR MARCELO COIMBRA;5332443;07090175000186;PE;PETROLINA;30/08/2018
CONSULTORIO LILIAN PEREIRA DE JESUS CASOTTI IBITINGA;3828255;03907710000198;SP;IBITINGA;30/08/2018
CONSULTORIO MEDICO DRA ZELINDA MARCELINO DA SILVA ANDRADE;6139043;;MG;MANHUACU;30/08/2018
CONSULTORIO MEDICO GINECOLOGIA DR NILTON JOSE LEITE;3747077;04860252000141;SP;CONCHAS;30/08/2018
CONSULTORIO MEDICO NORMA IMPERIO MEYRELLES E MARCIO SIDNEI D;7521529;29262045000116;RJ;RIO DE JANEIRO;30/08/2018
CONSULTORIOS INTEGRADOS;9089705;24874501000165;PA;BELEM;30/08/2018
CONSULTORIOS MEDICOS E DE FISIOTERAPIA SANTELLO;3511553;73246530000198;SP;SAO PAULO;30/08/2018
COOPFISIO;6423698;03099379000127;RS;NOVO HAMBURGO;30/08/2018
COP FISIOTERAPIA;3091147;04535508000145;MG;JUIZ DE FORA;30/08/2018
COPI;7366388;17298509000165;ES;COLATINA;30/08/2018
CORA CLINICA DE ORTOPEDIA E REABILITACAO ADCIONAL;3233472;31888043000189;RJ;RIO DE JANEIRO;30/08/2018
CORDIS CLINICA LTDA;3063364;30115059000196;RJ;RIO DE JANEIRO;30/08/2018
CORPO ATIVO;6080413;14211752000106;SP;SAO JOSE DOS CAMPOS;30/08/2018
CORPO E MENTE FISIOTERAPIA;14613;01021531000123;PR;CAMPO MOURAO;30/08/2018
CORPO E MOVIMENTO CLINICA DE FISIOTERAPIA;2598671;18003346000109;SC;PRESIDENTE GETULIO;30/08/2018
CORPO E MOVIMENTO SERV FISIOT SUPERV E AUDITORIA LTDA;6789153;13190821000180;RJ;DUQUE DE CAXIAS;30/08/2018
CORPO EM HARMONIA;6552641;03315453000103;MG;JANAUBA;30/08/2018
CORPO EM TERAPIA;5757673;09034897000149;PE;RECIFE;30/08/2018
CORPO SAUDE;3390888;00959547000119;PA;BELEM;30/08/2018
CORPORALE FISIOTERAPIA;2156415;02965113000157;MG;CORINTO;30/08/2018
CORPORE SANO FISIOTERAPIA;5252814;03906627000102;SC;FLORIANOPOLIS;30/08/2018
CORPUS;3944603;06189143000170;RS;SANT'ANA DO LIVRAMENTO;30/08/2018
CORPUS CLEAN;7654111;02861479000186;SC;SAO BENTO DO SUL;30/08/2018
CORPUS CLINICA DE REABILITACAO;6392113;04920106000164;MG;OLIVEIRA;30/08/2018
CORPUS FISIOTERAPIA E ESTETICA MAIRINQUE;7241674;13407784000119;SP;MAIRINQUE;30/08/2018
CORREIA E MATOS CONSULTORIA TERAPEUTICA;9007237;22467084000291;BA;JUAZEIRO;30/08/2018
COSLAB;5561566;05568966000143;PR;CERRO AZUL;30/08/2018
COTRAUMA;3356701;27009661000134;RJ;RIO DE JANEIRO;30/08/2018
COUTINHO PINHEIRO ANALISES CLINICAS LTDA;3094030;30476709000129;RJ;RIO DE JANEIRO;30/08/2018
CPCPI CENTRO DE PREVENCAO DE CANCER PATOLOGIA E IMUNOPATOL;3763420;04254254000197;PE;RECIFE;30/08/2018
CPD CITOLOGIA E PATOLOGIA DIAGNOSTICA;3141195;02829193000113;PR;CURITIBA;30/08/2018
CPDA;LABCPDA;07617926000170;AM;MANAUS;30/08/2018
CPM CENTRO DE PATOLOGIA MEDICA;2239450;90481078000168;RS;CAXIAS DO SUL;30/08/2018
CPO;6675301;07510778000190;PB;JOAO PESSOA;30/08/2018
CPO ONCOLOGIA;3021254;35330497000190;PE;RECIFE;30/08/2018
CPVN CLINICA DE FISIOTERAPIA;6217923;10693098000163;PR;FRANCISCO BELTRAO;30/08/2018
CRAT CENTRO DE REABILITACAO APARECIDA TURQUI;9096515;23574926000196;SP;SAO PAULO;30/08/2018
CRB;3540324;13966221000160;BA;SANTO AMARO;30/08/2018
CREABILY ARTE DA CURA CLINICA FISIOTERAPEUTICA;7676468;13504275000104;SP;SAO PAULO;30/08/2018
CREFIPA CENTRO DE RABILITACAO FUNCIONAL DE IPANEMA;6015670;03976480000119;MG;IPANEMA;30/08/2018
CRF FISIO;6491529;10985732000131;RJ;RIO DE JANEIRO;30/08/2018
CRH CENTRO DE REABILITACAO HUMANA;5431247;08020974000149;BA;DIAS D'AVILA;30/08/2018
CRIOBANCO;2709112;28499796000198;ES;VITORIA;30/08/2018
CRJ CENTRO DE RECUPERACAO JARAGUA LTDA;2596210;01230710000170;SC;JARAGUA DO SUL;30/08/2018
CROMAF;5112370;02561748000199;RS;CANOAS;30/08/2018
CRONOS DIAGNOSTICO;3291340;05683084000129;MG;BELO HORIZONTE;30/08/2018
CTA LABORATORIO;7080476;10297573000182;SP;CAIEIRAS;30/08/2018
CTDR JOINVILLE;2521512;78836855000144;SC;JOINVILLE;30/08/2018
CTI CENTRO DE TERAPIAS INTEGRADAS;7014228;08944112000102;PI;UNIAO;30/08/2018
CTR CENTRO DE TERAPIA E REABILITACAO;7402228;19030516000107;PR;CURITIBA;30/08/2018
CTR CENTRO DE TERAPIA RENAL;5983967;08799586000108;GO;APARECIDA DE GOIANIA;30/08/2018
CTRA;6295843;09218020000108;RJ;ARARUAMA;30/08/2018
CTRI;2268876;00146531000197;RJ;ITABORAI;30/08/2018
CUIDAR CLINICA DE FISIOTERAPIA;6465250;11071262000163;BA;SALVADOR;30/08/2018
DAC;6387683;01402264000215;SP;INDAIATUBA;30/08/2018
DAC;6272061;01402264000134;SP;CAMPINAS;30/08/2018
DAC DIAGNOSTICO DE ANALISES CLINICAS LTDA;7089872;01402264000304;SP;INDAIATUBA;30/08/2018
DAP DIAGNOSTICOS EM ANATOMIA PATOLOGICA;9,80016E+14;19653081000157;PR;LONDRINA;30/08/2018
DAP DIAGNOSTICOS EM ANATOMIA PATOLOGICA;9,80016E+14;19653081000157;PR;LONDRINA;30/08/2018
DAP DIAGNOSTICOS EM PATOLOGIA;7151071;15549914000183;SP;SAO JOSE DO RIO PRETO;30/08/2018
DAPI DIAGNOSTICO AVANCADO POR IMAGEM;6297692;76689835001215;PR;CURITIBA;30/08/2018
DAPI DIAGNOSTICO AVANCADO POR IMAGEM;2360764;76689835000596;PR;CURITIBA;30/08/2018
DASA                                                                                                                                ;3488217;61486650000183;SP;BARUERI;30/08/2018
DASA                                                                                                                                ;3488217;61486650000183;SP;COTIA;30/08/2018
DASA                                                                                                                                ;3488217;61486650000183;RJ;RIO DE JANEIRO;30/08/2018
DASA                                                                                                                                ;3488217;61486650000183;PR;QUATRO BARRAS;30/08/2018
DATALAB GRACA;6595219;15214919002441;BA;SALVADOR;30/08/2018
DAVES LABORATORIO DE ANALISES CLINICAS;3311678;01739224000182;MG;CRUZILIA;30/08/2018
DE FRANCISCO FISIOTERAPIA LTDA;3079872;01379021000122;SP;SALTO;30/08/2018
DE QUALITA;7859414;23264304000161;RS;CHAPADA;30/08/2018
DEA AMARAL FISIOTERAPIA;5091071;04825217000191;MG;PARA DE MINAS;30/08/2018
DELFIN MEDICOS ASSOCIADOS;6194966;08861235000180;BA;SALVADOR;30/08/2018
DELFIN SERVICOS DE RADIOTERAPIA;7167156;14923240000172;BA;LAURO DE FREITAS;30/08/2018
DELIANE BALLONI GUADAGNINI;3011054;05311109000163;SP;BOITUVA;30/08/2018
DELTA LAB LABORATORIO CLINICO ESPECIALIZADO;7154933;54146915000309;SP;ITATIBA;30/08/2018
DENISE ALCANTARA CLINICA DE FISIOTERAPIA LTDA;3542947;03281997000193;PE;RECIFE;30/08/2018
DENSITO CLINICA;6843778;13220213000170;PR;TOLEDO;30/08/2018
DENTALLAB;5999286;09644419000150;PR;CURITIBA;30/08/2018
DENTALLYS;6952453;08060910000171;SC;LAGES;30/08/2018
DEPIERI LABORATORIO DE ANALISES CLINICAS;2543478;01706377000123;SC;SAO MIGUEL DO OESTE;30/08/2018
DERM IMAGEM;6911471;11643613000163;MG;IPATINGA;30/08/2018
DERMA PRIME;7509448;19626458000189;DF;BRASILIA;30/08/2018
DERMACLINICA;7532636;06556488000114;GO;CATALAO;30/08/2018
DERMAFONO;5400945;03964740000136;RN;NATAL;30/08/2018
DERMATOLOGICA SERVICOS MEDICOS S S LTDA;6295460;08973191000180;SP;BRAGANCA PAULISTA;30/08/2018
DESPERTAR NUCLEO EDUCACIONAL E TERAPEUTICO;6404448;25092495000157;GO;GOIANIA;30/08/2018
DESPORTIVA;5893364;07209200000106;PA;BELEM;30/08/2018
DHEIN DHEIN CARAZINHO;5177391;03979471000181;RS;CARAZINHO;30/08/2018
DI TRATAR FISIOTERAPIA;9000291;24827829000120;MG;DIAMANTINA;30/08/2018
DIACLIN;7245009;09518892000191;BA;IRECE;30/08/2018
DIAG;5044847;02678029000152;MG;GUAXUPE;30/08/2018
DIAG CITO;7403992;19090724000100;MG;CONSELHEIRO LAFAIETE;30/08/2018
DIAGNOS;5473195;08717971000169;SP;SANTOS;30/08/2018
DIAGNOSE;2006855;35741024000186;AL;MACEIO;30/08/2018
DIAGNOSE;3088634;02717445000112;DF;BRASILIA;30/08/2018
DIAGNOSE;2639637;75108456000179;PR;CURITIBA;30/08/2018
DIAGNOSE;3066452;00263823000100;BA;FEIRA DE SANTANA;30/08/2018
DIAGNOSE;3771016;87505632000276;RS;BENTO GONCALVES;30/08/2018
DIAGNOSE GYN;7933657;23769410000105;RS;CAXIAS DO SUL;30/08/2018
DIAGNOSE I;3134741;09369604000184;PB;CAMPINA GRANDE;30/08/2018
DIAGNOSE LABORATORIO DE ANALISES CLINICAS;2260042;04567872000197;RS;SERAFINA CORREA;30/08/2018
DIAGNOSE LABORATORIO DE ANALISES CLINICAS SC LTDA;3321320;64614001000109;SP;ASSIS;30/08/2018
DIAGNOSI LAB DE ANALISE CLINICAS;5973082;09108800000103;ES;ARACRUZ;30/08/2018
DIAGNOSTIC;2406195;23505852000136;PI;TERESINA;30/08/2018
DIAGNOSTICA;3509842;06305638000117;RS;DOIS IRMAOS;30/08/2018
DIAGNOSTICA;2533405;14516421000184;BA;JEQUIE;30/08/2018
DIAGNOSTICARE;3534979;07023303000179;MS;CAMPO GRANDE;30/08/2018
DIAGNOSTICO LABORATORIO DE ANALISES CLINICAS FLORIANOPOLIS;19887;81366460000130;SC;FLORIANOPOLIS;30/08/2018
DIAGNOSTICOS;5859751;05811511000107;MG;RIO CASCA;30/08/2018
DIAGNOSTICOS EXATOS;7793359;08234003000100;SP;RANCHARIA;30/08/2018
DIAGNOSTICOS FALCAO;6463770;11327440000174;RJ;BARRA MANSA;30/08/2018
DIAGNOSTIK;3056414;03500455000164;DF;BRASILIA;30/08/2018
DIAGNOSTIKA ENDOSCOPIA RADIOLOGIA;3569004;70179577000198;PE;RECIFE;30/08/2018
DIAGNOSTLABORA;3699765;41968884000150;BA;SALVADOR;30/08/2018
DIAGNOTEST;5534283;31991946000352;RJ;NILOPOLIS;30/08/2018
DIAGNOTEST;9022201;31991946000603;RJ;BELFORD ROXO;30/08/2018
DIAGSON ULTRASSONOGRAFIA SOROCABA;8640202;50803709000101;SP;SOROCABA;30/08/2018
DIALISA SUMARE;2749750;04022262000108;SP;SUMARE;30/08/2018
DIBEL REABILITACAO HUMANA;3184102;48488266000151;SP;SAO PAULO;30/08/2018
DIFFUSION DIAGNOSTICOS POR IMAGEM;6753345;09113161000166;SP;SAO PAULO;30/08/2018
DIGEN IMAGE;5625424;04337584000146;SP;SAO JOSE DOS CAMPOS;30/08/2018
DIGIMAGEM BELEM;5187583;54283775000140;SP;SAO PAULO;30/08/2018
DIMAGEM;3145786;36449718000107;RJ;NOVA IGUACU;30/08/2018
DIPREVER;2491400;81351967000110;SC;TUBARAO;30/08/2018
DIVA DANIELLY DA SILVA REGO ME;7571259;16713135000134;PE;PETROLINA;30/08/2018
DIX DIAGNOSTICO;2243342;92458413000132;RS;SANTA MARIA;30/08/2018
DM MEDICINA NUCLEAR;7575025;18808230000147;MG;UBERABA;30/08/2018
DMI;2555042;02202456000160;SC;SAO JOSE;30/08/2018
DMI;2407000;02899955000158;PI;TERESINA;30/08/2018
DNA;6076017;09599285000101;AC;RIO BRANCO;30/08/2018
DNA ANALISES CLINICAS;7904282;07215598000428;RS;BOA VISTA DO SUL;30/08/2018
DNA CENTRO LABORATORIAL;20931;00912031000119;BA;SALVADOR;30/08/2018
DNA CONSULT GENETICA E BIOTECNOLOGIA LTDA;7431635;03062362000103;SP;SAO CARLOS;30/08/2018
DNA LAB;3480437;07215598000185;RS;GARIBALDI;30/08/2018
DNA LABORATORIO CLINICO;2337983;00175569000198;GO;GOIANIA;30/08/2018
DNALIFE INSTITUTO DE PESQUISAS E DIAGNOSTICOS;7917368;12662739000148;SP;SAO PAULO;30/08/2018
DOC IDEAL;5310512;01525337000185;PR;CURITIBA;30/08/2018
DOCTOR FISIO;6796613;08858519000117;AM;MANAUS;30/08/2018
DOCTOR LAB;3328813;05197347000190;ES;CACHOEIRO DE ITAPEMIRIM;30/08/2018
DOM FELICIANO;6782124;92942564001567;RS;PORTO ALEGRE;30/08/2018
DOMINGUES E QUINA FISIOTERAPIA;6678599;13014720000158;SP;SAO JOSE DOS CAMPOS;30/08/2018
DONE DIAGNOSTICOS;7943822;24121713000171;CE;PARAIPABA;30/08/2018
DOPSOM SERVICO MEDICO DE PROPEDEUTICA POR IMAGEM;3239594;65160269000180;MG;BELO HORIZONTE;30/08/2018
DOUGLAS CAMILO MARTINEZ;6013988;10198282000137;SP;RIBEIRAO PRETO;30/08/2018
DOURALAB LABORATORIO DE ANLISES CLINICAS;7749643;22590165000101;MS;DOURADINA;30/08/2018
DOWNTOWN OFTALMOCENTER;6009921;73838922000146;RJ;RIO DE JANEIRO;30/08/2018
DR EDSON LUIS ROSALINO;5749255;;SP;ARARAQUARA;30/08/2018
DR EMMERSON CENTRO DE DIAGNOSTICOS;2281759;30828834000150;RJ;NOVA IGUACU;30/08/2018
DR RUBENS JOSE BELTRAME NOGUEIRA;5240654;04698574000136;SP;JABOTICABAL;30/08/2018
DR VILMAR SILVA LABORATORIO DE ANALISES CLINICAS;7791623;20213594000126;RS;MOSTARDAS;30/08/2018
DUAL CLINIC;7349858;18185398000143;PR;MARINGA;30/08/2018
DUCLIN LABORATORIOS CARAGUATATUBA;2044846;50322148000110;SP;CARAGUATATUBA;30/08/2018
DUCORDIS ASSISTENCIA MEDICA SC LTDA TAUBATE;5099919;00519142000160;SP;TAUBATE;30/08/2018
DURAMATER CLINICA DE REABILITACAO S S LTDA;6303838;58474347000156;SP;MOGI DAS CRUZES;30/08/2018
E GASTRO;7830696;22554230000135;PB;JOAO PESSOA;30/08/2018
ECCOS CLINICA DA IMAGEM;3193918;26227173000211;MG;BELO HORIZONTE;30/08/2018
ECCOS CLINICA DA IMAGEM;3184870;26227173000130;MG;BELO HORIZONTE;30/08/2018
ECELD MEDICINA E SAUDE LTDA SAO VICENTE;3725332;03149718000132;SP;SAO VICENTE;30/08/2018
ECHOENDO GASTROENTEROLOGIA E ENDOSCOPIA DIGESTIVA BARRA;5659922;09120607000180;RJ;RIO DE JANEIRO;30/08/2018
ECOCENTER;9011404;01718048000100;DF;BRASILIA;30/08/2018
ECOCENTER;6242200;10293759000163;MG;ITABIRA;30/08/2018
ECOCENTER EXAMES DE DIAGNOSTICOS LTDA;5320089;02145623000188;MG;PATROCINIO;30/08/2018
ECOCENTRO;3052400;24528770000170;RN;NATAL;30/08/2018
ECOLAB;2634759;00729563000115;PE;SALGUEIRO;30/08/2018
ECOLAB;6279341;94596020000110;RS;PORTO ALEGRE;30/08/2018
ECOMED LTDA ME;5378419;92406990000180;RS;PASSO FUNDO;30/08/2018
ECOS DIAGNOSTICO;3363724;01937949000185;SP;TAUBATE;30/08/2018
