"ORIGEM";"NOME FANTASIA";"CNES";"CNPJ";"UF";"MUNICIPIO";"DATA DE ATUALIZACAO";"OBSERVACAO"
"SADT";"LABORATORIO SARETTA DE ANALISES CLINICAS";"=""2233452""";"=""91791509000155""";"RS";"CACAPAVA DO SUL";"2018-08-30";""
"SADT";"LABORATORIO SAUDE";"=""2555255""";"=""95764866000185""";"SC";"SEARA";"2018-08-30";""
"SADT";"LABORATORIO SAUDE E VIDA";"=""7402740""";"=""18463375000153""";"MG";"CURVELO";"2018-08-30";""
"SADT";"LABORATORIO SAVIAN";"=""7225180""";"=""17856722000145""";"SC";"CUNHA PORA";"2018-08-30";""
"SADT";"LABORATORIO SCRIBNER";"=""5167825""";"=""08084442000175""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"LABORATORIO SEGOVIA";"=""2652943""";"=""31790066000156""";"ES";"MONTANHA";"2018-08-30";""
"SADT";"LABORATORIO SEITENFUS";"=""2233479""";"=""04209246000129""";"RS";"ARROIO DO TIGRE";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS";"=""7950764""";"=""92937937002079""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS";"=""7560443""";"=""92937937000882""";"RS";"CACHOEIRINHA";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS";"=""6040276""";"=""92937937000610""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS";"=""7757603""";"=""92937937001501""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS";"=""6068499""";"=""92937937000530""";"RS";"ALVORADA";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS";"=""6040225""";"=""92937937000297""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS CAVALHADA";"=""7395736""";"=""92937937001420""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS II";"=""6264654""";"=""92937937000459""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS III";"=""6569536""";"=""92937937001269""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS LTDA";"=""9026169""";"=""92937937002230""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS LTDA ALVORADA";"=""2230569""";"=""92937937000106""";"RS";"ALVORADA";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS PARTENON";"=""7808682""";"=""92937937001692""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIO SENHOR DOS PASSOS V";"=""6569668""";"=""92937937001188""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIO SIGMA";"=""2531224""";"=""04436484000177""";"MA";"IMPERATRIZ";"2018-08-30";""
"SADT";"LABORATORIO SILVEIRA";"=""2170515""";"=""26272948000190""";"MG";"ITABIRA";"2018-08-30";""
"SADT";"LABORATORIO SIRIO LIBANES";"=""2332957""";"=""83331512000168""";"PA";"BELEM";"2018-08-30";""
"SADT";"LABORATORIO SLAVINSKI";"=""7824890""";"=""22713122000168""";"GO";"CHAPADAO DO CEU";"2018-08-30";""
"SADT";"LABORATORIO SODRE";"=""6237169""";"=""05934885000381""";"SP";"LINS";"2018-08-30";""
"SADT";"LABORATORIO SODRE";"=""6152058""";"=""05934885000209""";"SP";"MARILIA";"2018-08-30";""
"SADT";"LABORATORIO SODRE PROMISSAO";"=""6259898""";"=""05934885000110""";"SP";"PROMISSAO";"2018-08-30";""
"SADT";"LABORATORIO SOL DA TERRA";"=""2663503""";"=""76861475000134""";"SC";"FAXINAL DOS GUEDES";"2018-08-30";""
"SADT";"LABORATORIO SPILLERE SC LTDA";"=""2558130""";"=""00396696000117""";"SC";"LAGUNA";"2018-08-30";""
"SADT";"LABORATORIO SUGISAWA";"=""3110648""";"=""05201002000162""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"LABORATORIO SUMIDOURENSE DR LACYR MARCIO";"=""7204221""";"=""07844965000100""";"RJ";"CARMO";"2018-08-30";""
"SADT";"LABORATORIO SUZUKI";"=""3549208""";"=""44782571000109""";"SP";"BARRETOS";"2018-08-30";""
"SADT";"LABORATORIO TAJARA FILIAL SAO JOSE DO RIO PRETO";"=""2758350""";"=""49649239000348""";"SP";"SAO JOSE DO RIO PRETO";"2018-08-30";""
"SADT";"LABORATORIO TERCIO ROSADO";"=""2679248""";"=""08239907000110""";"RN";"NATAL";"2018-08-30";""
"SADT";"LABORATORIO TERTULIANO SOARES";"=""2410494""";"=""01836789000188""";"RN";"ACU";"2018-08-30";""
"SADT";"LABORATORIO THIAGO HUGO";"=""5809460""";"=""09317743000164""";"MG";"DIAMANTINA";"2018-08-30";""
"SADT";"LABORATORIO THONSON";"=""9171495""";"=""32403297000122""";"ES";"ARACRUZ";"2018-08-30";""
"SADT";"LABORATORIO THONSON";"=""7840632""";"=""32403297000718""";"ES";"JOAO NEIVA";"2018-08-30";""
"SADT";"LABORATORIO THONSON";"=""2360152""";"=""32403297000122""";"ES";"ARACRUZ";"2018-08-30";""
"SADT";"LABORATORIO THONSON ANALISES CLINICAS";"=""7442351""";"=""32403297000556""";"ES";"IBIRACU";"2018-08-30";""
"SADT";"LABORATORIO THONSON FILIAL 02";"=""7241054""";"=""32403297000475""";"ES";"SERRA";"2018-08-30";""
"SADT";"LABORATORIO TIEZZI";"=""2057034""";"=""57326845000199""";"SP";"PRESIDENTE PRUDENTE";"2018-08-30";""
"SADT";"LABORATORIO TIEZZI PIRAPOZINHO";"=""3159329""";"=""02122868000190""";"SP";"PIRAPOZINHO";"2018-08-30";""
"SADT";"LABORATORIO TINOCO";"=""3180360""";"=""33610122000159""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"LABORATORIO TINOCO";"=""2292629""";"=""29229291000176""";"RJ";"TRES RIOS";"2018-08-30";""
"SADT";"LABORATORIO TOMMASI";"=""0098014""";"=""28133312000192""";"ES";"VITORIA";"2018-08-30";""
"SADT";"LABORATORIO TOMMASI";"=""2709228""";"=""28133312000192""";"ES";"VITORIA";"2018-08-30";""
"SADT";"LABORATORIO TOMMASI";"=""0020214""";"=""28133312000192""";"ES";"VITORIA";"2018-08-30";""
"SADT";"LABORATORIO TORRES";"=""3371867""";"=""65320491000101""";"MG";"JANAUBA";"2018-08-30";""
"SADT";"LABORATORIO TORRES LTDA";"=""5916747""";"=""89135172000186""";"RS";"TORRES";"2018-08-30";""
"SADT";"LABORATORIO TOXILAB";"=""3345122""";"=""73255390000114""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIO TRIAGEM";"=""6019730""";"=""03788038000169""";"MG";"TIMOTEO";"2018-08-30";""
"SADT";"LABORATORIO TRIANON";"=""2058103""";"=""01661761000157""";"SP";"DRACENA";"2018-08-30";""
"SADT";"LABORATORIO TRIATOX";"=""2058960""";"=""44424620000123""";"SP";"ARACATUBA";"2018-08-30";""
"SADT";"LABORATORIO TRINDADE";"=""3509176""";"=""79525507000119""";"SC";"FLORIANOPOLIS";"2018-08-30";""
"SADT";"LABORATORIO TRINDADE";"=""6655327""";"=""12118805000113""";"SC";"IMBITUBA";"2018-08-30";""
"SADT";"LABORATORIO TRINDADE";"=""3725693""";"=""07703881000156""";"SC";"PONTE SERRADA";"2018-08-30";""
"SADT";"LABORATORIO UNIAO";"=""6497667""";"=""03904506000113""";"MG";"ESPINOSA";"2018-08-30";""
"SADT";"LABORATORIO UNIDADE MEDICA";"=""2026139""";"=""50456664000138""";"SP";"JACAREI";"2018-08-30";""
"SADT";"LABORATORIO UNIDOS";"=""3206505""";"=""82512559000165""";"SC";"FLORIANOPOLIS";"2018-08-30";""
"SADT";"LABORATORIO UNIDOS LTDA";"=""2232480""";"=""87487633000154""";"RS";"SAO LOURENCO DO SUL";"2018-08-30";""
"SADT";"LABORATORIO UNILAB";"=""3097870""";"=""03258848000103""";"RS";"BENTO GONCALVES";"2018-08-30";""
"SADT";"LABORATORIO UNILAB SARANDI";"=""2234513""";"=""02408795000105""";"RS";"SARANDI";"2018-08-30";""
"SADT";"LABORATORIO UNIMED";"=""2537397""";"=""85283299000353""";"SC";"CHAPECO";"2018-08-30";""
"SADT";"LABORATORIO UNIMED ERECHIM";"=""2249154""";"=""87638334000416""";"RS";"ERECHIM";"2018-08-30";""
"SADT";"LABORATORIO UNIMED MORRINHOS";"=""9063773""";"=""02192677000285""";"GO";"MORRINHOS";"2018-08-30";""
"SADT";"LABORATORIO UNIMED OESTE DO PARANA";"=""2587688""";"=""78420783000230""";"PR";"MEDIANEIRA";"2018-08-30";""
"SADT";"LABORATORIO UNIMED TRES LAGOAS";"=""6786693""";"=""03980208000536""";"MS";"TRES LAGOAS";"2018-08-30";""
"SADT";"LABORATORIO UNISUL";"=""2491656""";"=""86445293001370""";"SC";"TUBARAO";"2018-08-30";""
"SADT";"LABORATORIO UNIVERSAL";"=""2328917""";"=""10247732000134""";"PA";"CONCEICAO DO ARAGUAIA";"2018-08-30";""
"SADT";"LABORATORIO UNIVERSAL";"=""7002394""";"=""25212697000195""";"MG";"MATO VERDE";"2018-08-30";""
"SADT";"LABORATORIO VESALIUS";"=""6354955""";"=""10846439000193""";"DF";"BRASILIA";"2018-08-30";""
"SADT";"LABORATORIO VIDA";"=""7951930""";"=""24320787000137""";"ES";"MARATAIZES";"2018-08-30";""
"SADT";"LABORATORIO VIRCHOW";"=""0323719""";"=""04872944000100""";"DF";"BRASILIA";"2018-08-30";""
"SADT";"LABORATORIO VISTALAB";"=""7482205""";"=""16540896000131""";"BA";"NOVA VICOSA";"2018-08-30";""
"SADT";"LABORATORIO VITA CELL";"=""3809935""";"=""07648352000105""";"MG";"CURVELO";"2018-08-30";""
"SADT";"LABORATORIO VITACENTER";"=""2181045""";"=""01356860000125""";"MG";"IBIA";"2018-08-30";""
"SADT";"LABORATORIO VITACLIN LTDA";"=""2240025""";"=""92861780000182""";"RS";"FLORES DA CUNHA";"2018-08-30";""
"SADT";"LABORATORIO VITAE";"=""0255095""";"=""01540182000156""";"SC";"JAGUARUNA";"2018-08-30";""
"SADT";"LABORATORIO VITAL";"=""5261279""";"=""07959999000140""";"SC";"SANTO AMARO DA IMPERATRIZ";"2018-08-30";""
"SADT";"LABORATORIO VITAL";"=""3977064""";"=""93539468000130""";"RS";"NONOAI";"2018-08-30";""
"SADT";"LABORATORIO VITAL BRASIL";"=""6131379""";"=""33200619000107""";"TO";"PARAISO DO TOCANTINS";"2018-08-30";""
"SADT";"LABORATORIO VITALAB";"=""2047365""";"=""01433353000148""";"SP";"ITATIBA";"2018-08-30";""
"SADT";"LABORATORIO VITALE";"=""6292437""";"=""10850338000196""";"RS";"TRAMANDAI";"2018-08-30";""
"SADT";"LABORATORIO VITOR NOGUEIRA";"=""7173369""";"=""16858006000134""";"AP";"LARANJAL DO JARI";"2018-08-30";""
"SADT";"LABORATORIO VITORIA";"=""6505015""";"=""11859656000180""";"MT";"SORRISO";"2018-08-30";""
"SADT";"LABORATORIO VOLPI BIANCARDI";"=""6906397""";"=""14257642000185""";"PR";"CONTENDA";"2018-08-30";""
"SADT";"LABORATORIO VOUMARD";"=""2219565""";"=""21353602000100""";"MG";"MONTES CLAROS";"2018-08-30";""
"SADT";"LABORATORIO VOZZA";"=""2037432""";"=""46044947000103""";"SP";"CAMPINAS";"2018-08-30";""
"SADT";"LABORATORIO WESTRUPP";"=""2778904""";"=""78325693000180""";"SC";"ARMAZEM";"2018-08-30";""
"SADT";"LABORATORIO WILDE";"=""3171027""";"=""00816115000159""";"RS";"RIO GRANDE";"2018-08-30";""
"SADT";"LABORATORIO WINTROBE";"=""3476901""";"=""07488463000193""";"CE";"MORADA NOVA";"2018-08-30";""
"SADT";"LABORATORIO XIMENES";"=""2782367""";"=""75627331000155""";"PR";"SANTO ANTONIO DA PLATINA";"2018-08-30";""
"SADT";"LABORATORIO ZANOL LTDA";"=""7467311""";"=""02683955000116""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"LABORATORIOS LABOPAC";"=""3041905""";"=""12659397000107""";"PE";"PESQUEIRA";"2018-08-30";""
"SADT";"LABORATORIOS PROGENETICA DIAGNOSTICOS";"=""5185009""";"=""02606060000188""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"LABORATORIOS RAYMUNDA MARANHAO SC LTDA";"=""5225019""";"=""70239330000110""";"PE";"RECIFE";"2018-08-30";""
"SADT";"LABORATORIOS REUNIDOS";"=""2018918""";"=""04528386000160""";"AM";"MANAUS";"2018-08-30";""
"SADT";"LABORATORIOS REUNIDOS";"=""6038662""";"=""02323698000101""";"RS";"SANTA MARIA";"2018-08-30";""
"SADT";"LABORATORIOS UNIDOS";"=""2231301""";"=""88326145000128""";"RS";"CANOAS";"2018-08-30";""
"SADT";"LABORAX LABORATORIO DE ANALISES CLINICAS DE XAXIM";"=""2411431""";"=""76564483000119""";"SC";"XAXIM";"2018-08-30";""
"SADT";"LABORCENTER";"=""2338866""";"=""26646109000194""";"GO";"GOIANIA";"2018-08-30";""
"SADT";"LABORCENTER LABORATORIO DE ANALISES CLINICAS LTDA";"=""2691078""";"=""04615307000158""";"SC";"TAIO";"2018-08-30";""
"SADT";"LABORCENTERIPUIUNA";"=""3248933""";"=""00477383000193""";"MG";"IPUIUNA";"2018-08-30";""
"SADT";"LABORCLIM";"=""2549433""";"=""02044018000110""";"PR";"CRUZ MACHADO";"2018-08-30";""
"SADT";"LABORCLIN";"=""3006662""";"=""31721921000258""";"ES";"ALEGRE";"2018-08-30";""
"SADT";"LABORCLIN";"=""5453097""";"=""31721921000177""";"ES";"DORES DO RIO PRETO";"2018-08-30";""
"SADT";"LABORCLIN";"=""2805138""";"=""09108330000170""";"ES";"BARRA DE SAO FRANCISCO";"2018-08-30";""
"SADT";"LABORCLIN";"=""2134241""";"=""00951182000186""";"MG";"MINAS NOVAS";"2018-08-30";""
"SADT";"LABORCLIN INSTITUTO CAXIENSE DE MEDICINA LABORATORIAL";"=""3526178""";"=""07247237000110""";"RS";"CAXIAS DO SUL";"2018-08-30";""
"SADT";"LABORCLIN LABORATORIO CLINICO";"=""3261212""";"=""02290343000163""";"MG";"SANTA BARBARA";"2018-08-30";""
"SADT";"LABORCLIN LABORATORIO DE ANALISES CLINICAS";"=""3490815""";"=""22010987000168""";"MG";"MURIAE";"2018-08-30";""
"SADT";"LABORCLIN LABORATORIO DE ANALISES CLINICAS";"=""2097125""";"=""56359003000170""";"SP";"SAO JOSE DO RIO PRETO";"2018-08-30";""
"SADT";"LABORCLIN LABORATORIO DE ANALISES CLINICAS REGISTRO";"=""3384284""";"=""04233134000103""";"SP";"REGISTRO";"2018-08-30";""
"SADT";"LABORCLINICA";"=""2759985""";"=""21223417000193""";"MG";"CARATINGA";"2018-08-30";""
"SADT";"LABORCLINICA";"=""6039545""";"=""01055270000162""";"MG";"PARACATU";"2018-08-30";""
"SADT";"LABORCLINICA";"=""7834543""";"=""04693029000157""";"SP";"ALTINOPOLIS";"2018-08-30";""
"SADT";"LABORCLINICO";"=""2139995""";"=""00791620000196""";"MG";"TRES PONTAS";"2018-08-30";""
"SADT";"LABORCLINICO LAB AN CLINICA LTDA";"=""2379392""";"=""83454884000181""";"SC";"RIO DO SUL";"2018-08-30";""
"SADT";"LABORCOL COLINAS";"=""2772892""";"=""38149787000120""";"TO";"COLINAS DO TOCANTINS";"2018-08-30";""
"SADT";"LABORCONTROL";"=""7424086""";"=""11074576000110""";"AL";"IGACI";"2018-08-30";""
"SADT";"LABORDIN";"=""2507617""";"=""03671628000107""";"GO";"SANTA HELENA DE GOIAS";"2018-08-30";""
"SADT";"LABORFAMA";"=""2133083""";"=""20947727000198""";"MG";"PARA DE MINAS";"2018-08-30";""
"SADT";"LABORFASE PADRAO";"=""3149390""";"=""59983973000130""";"SP";"MAUA";"2018-08-30";""
"SADT";"LABORFASE PADRAO";"=""3350053""";"=""43326206000119""";"SP";"SANTO ANDRE";"2018-08-30";""
"SADT";"LABORFISIO";"=""6082408""";"=""10281761000112""";"MG";"SAO JOAO EVANGELISTA";"2018-08-30";""
"SADT";"LABORGUIMA";"=""2098105""";"=""20322145000116""";"MG";"VICOSA";"2018-08-30";""
"SADT";"LABORION";"=""2795698""";"=""00878165000160""";"MT";"SINOP";"2018-08-30";""
"SADT";"LABORM ANALISES CLINICAS";"=""7101651""";"=""44088037000199""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"LABORMAN LABORATORIO DE ANALISES CLINICAS JUINA";"=""2699664""";"=""14974505000161""";"MT";"JUINA";"2018-08-30";""
"SADT";"LABORMAR";"=""3239438""";"=""00284997000159""";"SC";"CAMBORIU";"2018-08-30";""
"SADT";"LABORMAT";"=""3165787""";"=""01973999000118""";"MT";"RONDONOPOLIS";"2018-08-30";""
"SADT";"LABORMED LABORATORIOS MEDICOS VILA ISABEL";"=""3379310""";"=""28017218000178""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"LABORMONTE";"=""6422209""";"=""11255183000102""";"MG";"MONTE CARMELO";"2018-08-30";""
"SADT";"LABORNIL LABORATORIO";"=""7576544""";"=""20531177000121""";"RJ";"NOVA IGUACU";"2018-08-30";""
"SADT";"LABORPRATA";"=""2145650""";"=""00898150000164""";"MG";"PRATA";"2018-08-30";""
"SADT";"LABORRITT";"=""2260107""";"=""87696357000134""";"RS";"GIRUA";"2018-08-30";""
"SADT";"LABORSAD LABORATORIO DE ANALISES CLINICAS LTDA EPP";"=""2672502""";"=""81372641000179""";"SC";"GUARAMIRIM";"2018-08-30";""
"SADT";"LABORSOL NOVA ESPERANCA";"=""2734281""";"=""01948225000137""";"PR";"NOVA ESPERANCA";"2018-08-30";""
"SADT";"LABORTEL";"=""2485931""";"=""27414515000194""";"ES";"VILA VELHA";"2018-08-30";""
"SADT";"LABORTEST";"=""2243199""";"=""91111823000140""";"RS";"SANTIAGO";"2018-08-30";""
"SADT";"LABORTESTE LABORATORIO DE ANALISES CLINICAS";"=""2397285""";"=""00807952000111""";"MT";"JACIARA";"2018-08-30";""
"SADT";"LABORVIDA";"=""2251647""";"=""88279781000146""";"RS";"TAQUARI";"2018-08-30";""
"SADT";"LABORVIDA";"=""6460313""";"=""00553450000101""";"MG";"CARMO DO PARANAIBA";"2018-08-30";""
"SADT";"LABOTIM LABORATORIO DE ANALISES CLINICAS LTDA";"=""2537184""";"=""03295188000130""";"SC";"TIMBO";"2018-08-30";""
"SADT";"LABOVITAE";"=""7995522""";"=""24313585000168""";"RS";"VENANCIO AIRES";"2018-08-30";""
"SADT";"LABPAC";"=""3287009""";"=""06948391000157""";"SE";"ARACAJU";"2018-08-30";""
"SADT";"LABPAC";"=""3207730""";"=""00530066000193""";"PE";"NAZARE DA MATA";"2018-08-30";""
"SADT";"LABPREV";"=""3051315""";"=""05736347000110""";"PE";"PETROLINA";"2018-08-30";""
"SADT";"LABSAL";"=""7154569""";"=""17270066000102""";"RS";"ARROIO DO SAL";"2018-08-30";""
"SADT";"LABSAL LABORATORIO DE ANALISES CLINICAS SAO LUCAS";"=""0017922""";"=""79845608000177""";"PR";"PATO BRANCO";"2018-08-30";""
"SADT";"LABSAUDE PIRACICABA";"=""6605583""";"=""12053193000128""";"SP";"PIRACICABA";"2018-08-30";""
"SADT";"LABSCA";"=""2521784""";"=""83620153000169""";"SC";"SAO BENTO DO SUL";"2018-08-30";""
"SADT";"LABSER";"=""5109035""";"=""07839411000114""";"SC";"CAMPO ALEGRE";"2018-08-30";""
"SADT";"LABVIDA";"=""7510195""";"=""63824726000169""";"PA";"ALMEIRIM";"2018-08-30";""
"SADT";"LABVIDA";"=""3109666""";"=""05823635000102""";"PR";"URAI";"2018-08-30";""
"SADT";"LABVIDA LABORATORIO DE ANALISES CLINICAS";"=""2305305""";"=""03006201000194""";"SC";"ARARANGUA";"2018-08-30";""
"SADT";"LAC";"=""2597780""";"=""13596101000119""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"LAC";"=""2654784""";"=""00274834000195""";"ES";"ALFREDO CHAVES";"2018-08-30";""
"SADT";"LAC";"=""2469995""";"=""04425824000164""";"BA";"ITABERABA";"2018-08-30";""
"SADT";"LAC";"=""2376113""";"=""03383908000110""";"MS";"CORUMBA";"2018-08-30";""
"SADT";"LAC LABORATORIO";"=""5024765""";"=""07671976000135""";"SE";"LAGARTO";"2018-08-30";""
"SADT";"LAC LABORATORIO DE ANALISES CLINICAS DE FEIRA DE SANTANA";"=""6929680""";"=""13822105000178""";"BA";"FEIRA DE SANTANA";"2018-08-30";""
"SADT";"LAC LABORATORIO DE ANATOMIA PATALOGICA E CITOPATOLOGIA";"=""5660068""";"=""27112606000175""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"LAC LABORATORIO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA S S";"=""0021741""";"=""00208207000156""";"MS";"CAMPO GRANDE";"2018-08-30";""
"SADT";"LACAF LABORATORIO CLINICO ANTONIO FERNANDO";"=""7486456""";"=""18785012000134""";"SE";"CAPELA";"2018-08-30";""
"SADT";"LACAP LAB DE ANALISES CLINICAS";"=""2052784""";"=""04423347000106""";"SP";"POTIRENDABA";"2018-08-30";""
"SADT";"LACCA";"=""3024024""";"=""01429900000111""";"RJ";"CASIMIRO DE ABREU";"2018-08-30";""
"SADT";"LACCON";"=""9109935""";"=""19992398000118""";"MG";"CONQUISTA";"2018-08-30";""
"SADT";"LACE LABORATORIO DE ANALISE CLINICAS E ESPECIALIZADAS";"=""3355365""";"=""00132091000119""";"PE";"ALIANCA";"2018-08-30";""
"SADT";"LACEP";"=""7619642""";"=""08310021000115""";"PB";"SAO JOSE DE PIRANHAS";"2018-08-30";""
"SADT";"LACER";"=""3279006""";"=""00824212000193""";"BA";"SERRINHA";"2018-08-30";""
"SADT";"LACESP";"=""2430258""";"=""11165743000138""";"PE";"PETROLINA";"2018-08-30";""
"SADT";"LACIB LABORATORIO IBIRAMA";"=""2377853""";"=""81388514000168""";"SC";"IBIRAMA";"2018-08-30";""
"SADT";"LACIO LABORATORIO";"=""6124313""";"=""09012777000140""";"SP";"PINDAMONHANGABA";"2018-08-30";""
"SADT";"LACITA LABORATORIO DE ANALISES CLINICAS DE ITALVA";"=""6311490""";"=""07161561000111""";"RJ";"ITALVA";"2018-08-30";""
"SADT";"LACLIMED";"=""3283828""";"=""14304588000181""";"BA";"ESPLANADA";"2018-08-30";""
"SADT";"LACLIN";"=""2289245""";"=""27965508000261""";"RJ";"BARRA MANSA";"2018-08-30";""
"SADT";"LACLIN";"=""3253996""";"=""13226436000145""";"BA";"FEIRA DE SANTANA";"2018-08-30";""
"SADT";"LACLIN";"=""2271044""";"=""39762372000190""";"RJ";"VOLTA REDONDA";"2018-08-30";""
"SADT";"LACLIV";"=""2525925""";"=""13069976000162""";"BA";"VALENCA";"2018-08-30";""
"SADT";"LACO";"=""2759616""";"=""01793525000194""";"MG";"CARANGOLA";"2018-08-30";""
"SADT";"LACOM";"=""6607373""";"=""01403970000109""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"LACOR";"=""2759624""";"=""18998294000158""";"MG";"UBA";"2018-08-30";""
"SADT";"LACP LABORATORIO DE ANALISES CLINICAS DE PETROPOLIS";"=""2668809""";"=""01631153000108""";"RJ";"PETROPOLIS";"2018-08-30";""
"SADT";"LACP LABORATORIO DE ANALISES CLINICAS DE PETROPOLIS";"=""2268809""";"=""01631153000108""";"RJ";"PETROPOLIS";"2018-08-30";""
"SADT";"LAD";"=""3191494""";"=""34023788000173""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"LAD";"=""2523841""";"=""03321893000165""";"BA";"SENHOR DO BONFIM";"2018-08-30";""
"SADT";"LADE";"=""0306015""";"=""01310888000121""";"BA";"FEIRA DE SANTANA";"2018-08-30";""
"SADT";"LAES LABORATORIO";"=""2679345""";"=""40807109000826""";"RN";"NATAL";"2018-08-30";""
"SADT";"LAF LABORATORIO ANTUNES FARIAS";"=""2602504""";"=""01401472000119""";"BA";"SEABRA";"2018-08-30";""
"SADT";"LAGOA SANTA CORPORAL CLINICA DE FISIOTERAPIA LTDA";"=""3393062""";"=""06070385000140""";"MG";"LAGOA SANTA";"2018-08-30";""
"SADT";"LAGOA SANTA FISIOT CLINICA DE FISIOTERAPIA GERAL LTDA";"=""2159201""";"=""01081238000151""";"MG";"LAGOA SANTA";"2018-08-30";""
"SADT";"LAGOA SANTA LABORATORIO ANALISES CLINICAS SAO LUCAS LTDA";"=""3018040""";"=""19736339000260""";"MG";"LAGOA SANTA";"2018-08-30";""
"SADT";"LAGOA SANTA ROJAN";"=""3445011""";"=""04652603000129""";"MG";"LAGOA SANTA";"2018-08-30";""
"SADT";"LAMAB LAB DE ANAL CLIN DO MACICO DE BATURITE";"=""5027225""";"=""08057164000167""";"CE";"BATURITE";"2018-08-30";""
"SADT";"LAMAC";"=""3042189""";"=""13150875000111""";"SE";"ARACAJU";"2018-08-30";""
"SADT";"LAMEDS";"=""7771460""";"=""03051886000271""";"PE";"ARCOVERDE";"2018-08-30";""
"SADT";"LAMIC";"=""3888223""";"=""06736219000130""";"CE";"JUAZEIRO DO NORTE";"2018-08-30";""
"SADT";"LAMINA";"=""3028259""";"=""00626754000151""";"DF";"BRASILIA";"2018-08-30";""
"SADT";"LAMINA DIAGNOSTICOS BIRIGUI";"=""9158154""";"=""22087291000130""";"SP";"BIRIGUI";"2018-08-30";""
"SADT";"LANACLIN";"=""2680858""";"=""85462554000163""";"PR";"GUARATUBA";"2018-08-30";""
"SADT";"LAP LABORATORIO";"=""3424235""";"=""28152676000110""";"ES";"VILA VELHA";"2018-08-30";""
"SADT";"LAP LABORATORIO";"=""3424935""";"=""28152676000110""";"ES";"VILA VELHA";"2018-08-30";""
"SADT";"LAPAC";"=""7847459""";"=""00454686000190""";"DF";"BRASILIA";"2018-08-30";""
"SADT";"LAPAC";"=""5386268""";"=""30399315000114""";"RJ";"CAMPOS DOS GOYTACAZES";"2018-08-30";""
"SADT";"LAPAC";"=""7160380""";"=""01347642000124""";"AL";"MACEIO";"2018-08-30";""
"SADT";"LAPAC";"=""2745399""";"=""01421702000101""";"SP";"MARILIA";"2018-08-30";""
"SADT";"LAPAC LABORATORIO DE ANATOMIA PATOLOGICA E CITOPAT";"=""3113310""";"=""30051924000188""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"LAPAC LABORATORIO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA";"=""3137503""";"=""15456809000108""";"MS";"DOURADOS";"2018-08-30";""
"SADT";"LAPACI";"=""2517973""";"=""02633121000104""";"GO";"GOIANIA";"2018-08-30";""
"SADT";"LAPACI";"=""21017614""";"=""02633121000104""";"GO";"GOIANIA";"2018-08-30";"-MAIOR QUE 7-"
"SADT";"LAPACI LAB ANATOMIA PATOLOGICA E CITOPATOLOGIA LTDA";"=""2199602""";"=""74003674000186""";"MG";"LEOPOLDINA";"2018-08-30";""
"SADT";"LAPAM";"=""2586592""";"=""80890254000161""";"PR";"MARINGA";"2018-08-30";""
"SADT";"LAPAT";"=""7146442""";"=""15491959000144""";"SP";"SAO JOSE DO RIO PRETO";"2018-08-30";""
"SADT";"LAPAT LABORATORIO DE PATOLOGIA FERNANDOPOLIS";"=""2061783""";"=""51838225000152""";"SP";"FERNANDOPOLIS";"2018-08-30";""
"SADT";"LAPAV";"=""2292920""";"=""29285434000167""";"RJ";"VALENCA";"2018-08-30";""
