"ORIGEM";"NOME FANTASIA";"CNES";"CNPJ";"UF";"MUNICIPIO";"DATA DE ATUALIZACAO";"OBSERVACAO"
"SADT";"CLINILAB LABORATORIO";"=""2578476""";"=""80507429000109""";"PR";"LONDRINA";"2018-08-30";""
"SADT";"CLINILAB LABORATORIO DE ANALISES CLINICAS";"=""6342830""";"=""10652054000195""";"SC";"MONDAI";"2018-08-30";""
"SADT";"CLINILAB LABORATORIO DE ANALISES CLINICAS";"=""4052153""";"=""01132716000105""";"PR";"COLOMBO";"2018-08-30";""
"SADT";"CLINILABOR ROJAN";"=""2124785""";"=""00831797000179""";"MG";"IBIRITE";"2018-08-30";""
"SADT";"CLINILAR";"=""3214087""";"=""65158644000158""";"MG";"BELO HORIZONTE";"2018-08-30";""
"SADT";"CLINIMARC CARDIOLOGIA E ENDOCRINOLOGIA";"=""6811329""";"=""13664630000102""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"CLINIMED";"=""6661866""";"=""11483936000137""";"MS";"COSTA RICA";"2018-08-30";""
"SADT";"CLINIRIM FPOLIS";"=""0020095""";"=""81531949000110""";"SC";"FLORIANOPOLIS";"2018-08-30";""
"SADT";"CLINITEST LABORATORIO DE ANALISES CLINICAS";"=""6208738""";"=""00795778000487""";"RS";"ARROIO DOS RATOS";"2018-08-30";""
"SADT";"CLINITEST LABORATORIO DE ANALISES CLINICAS";"=""0013511""";"=""00795778000215""";"RS";"SAO JERONIMO";"2018-08-30";""
"SADT";"CLINITEST LABORATORIO DE ANALISES CLINICAS";"=""5353645""";"=""00795778000304""";"RS";"BUTIA";"2018-08-30";""
"SADT";"CLINITEST LABORATORIO DE ANALISES CLINICAS";"=""5276993""";"=""25660077000119""";"MG";"MACHADO";"2018-08-30";""
"SADT";"CLINITEST LABORATORIO DE ANALISES CLINICAS";"=""3559416""";"=""00795778000134""";"RS";"CHARQUEADAS";"2018-08-30";""
"SADT";"CLINLABI";"=""3115941""";"=""00732650000121""";"RJ";"MIGUEL PEREIRA";"2018-08-30";""
"SADT";"CLINOP CLINICA DE OLHOS PEGADO";"=""3741575""";"=""30347876000170""";"RJ";"NITEROI";"2018-08-30";""
"SADT";"CLINOP INSTITUTO DE OLHOS";"=""6610706""";"=""27774561000102""";"RJ";"NITEROI";"2018-08-30";""
"SADT";"CLINSELF MULTICLINICA";"=""7810350""";"=""22849220000127""";"DF";"BRASILIA";"2018-08-30";""
"SADT";"CLINTRAT";"=""5707196""";"=""08887636000109""";"DF";"BRASILIA";"2018-08-30";""
"SADT";"CLIOGUE";"=""3728315""";"=""42255448000104""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"CLIPARLIFE";"=""7921233""";"=""18373595000277""";"MG";"MAR DE ESPANHA";"2018-08-30";""
"SADT";"CLIPE CLINICA PEDIATRICA";"=""3127451""";"=""74130576000100""";"RJ";"NITEROI";"2018-08-30";""
"SADT";"CLISF";"=""2644738""";"=""16290496000115""";"BA";"VALENTE";"2018-08-30";""
"SADT";"CM FISIOTERAPEUTAS ASSOCIADOS LTDA";"=""3167836""";"=""01780933000101""";"SC";"BLUMENAU";"2018-08-30";""
"SADT";"CMA";"=""7277857""";"=""00913838000176""";"RO";"PORTO VELHO";"2018-08-30";""
"SADT";"CMA CENTRO DE MEDICIA AVANCADA";"=""6671454""";"=""10692530000100""";"GO";"GOIANESIA";"2018-08-30";""
"SADT";"CMA CENTRO MEDICO ANESTESIOLOGICO DE RONDONIA LTDA";"=""5407176""";"=""02430129000165""";"RO";"PORTO VELHO";"2018-08-30";""
"SADT";"CMD ITU";"=""7759118""";"=""20053174000120""";"SP";"ITU";"2018-08-30";""
"SADT";"CMIN CLINICA NEFROLOGICA";"=""2048302""";"=""58408139000159""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CNC CLINICA DE NEFROLOGIA DE CASTANHAL";"=""6106463""";"=""10014927000134""";"PA";"CASTANHAL";"2018-08-30";""
"SADT";"COD CENTRO OCULAR DE DIAGNOSTICO SOCIEDADE SIMPLES";"=""5602947""";"=""08917286000186""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"COFE CENTRO DE OTORRINO E FONOAUD ESPECIALIZADO";"=""6510019""";"=""11230249000100""";"ES";"VILA VELHA";"2018-08-30";""
"SADT";"COLPOCITO LABORATORIO DE ARAXA";"=""2180782""";"=""20059465000125""";"MG";"ARAXA";"2018-08-30";""
"SADT";"COM TATO";"=""5127319""";"=""31789159000160""";"ES";"SAO MATEUS";"2018-08-30";""
"SADT";"COMMUNICARE SAUDE";"=""5799406""";"=""07446110000120""";"SP";"CAIEIRAS";"2018-08-30";""
"SADT";"COMPANHIA DA SAUDE ITAJUBA";"=""3145530""";"=""04095045000148""";"MG";"ITAJUBA";"2018-08-30";""
"SADT";"COMPLET";"=""3270157""";"=""03899141000186""";"PB";"CAMPINA GRANDE";"2018-08-30";""
"SADT";"COMUNICADOR ACUSTICO";"=""5320194""";"=""08297321000101""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"COMUNICAR";"=""2805340""";"=""04329981000176""";"MG";"IPATINGA";"2018-08-30";""
"SADT";"CONCILIARE CENTRO INTEGRADO DE SAUDE DE FORMIGA MG";"=""6198856""";"=""09062062000100""";"MG";"FORMIGA";"2018-08-30";""
"SADT";"CONLAB";"=""6427286""";"=""03313300000119""";"MG";"BELO HORIZONTE";"2018-08-30";""
"SADT";"CONLAB SERVICOS MEDICOS";"=""3210103""";"=""39185509000191""";"RJ";"SAO GONCALO";"2018-08-30";""
"SADT";"CONNECTOR SAUDE";"=""6743226""";"=""32136343000174""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"CONS CENTER FISIO";"=""6262392""";"=""04087278000107""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS FISIO EDUARDO VICTOR PIANCA";"=""6668410""";"=""73316473000176""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS FONO ELIANA RUTH HEILBERG";"=""5315239""";"";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS FONO SOLANGE DORFMAN KNIJNIK";"=""3925315""";"";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS FONOAUDIOLOGA IEDA RUGGER";"=""6164722""";"";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS FONOAUDIOLOGIA MARISA EL HADI";"=""3745406""";"";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS FONOAUDIOLOGICO QUALYMARKET";"=""6190898""";"=""04549638000137""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS MEDICO GENESSIS";"=""3776247""";"=""03810528000114""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS MEDICO MARCOS JOAQUIM DE CASTRO";"=""6501516""";"";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS MEDICO NEWTON KARA JOSE JUNIOR";"=""3852105""";"=""03097845000135""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS MEDICO RENATO SAAD";"=""5853656""";"=""04044363000180""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS MEDICO ROBERTO ALCANTARA MAIA";"=""3651339""";"=""48436703000193""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS NUTRICAO NUTRICLIN NUTRICAO CLINICA E ESPORTIVA";"=""6182461""";"=""10595372000161""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS NUTRICAO SIMONE GIL NOBREGA VIEIRA";"=""7330707""";"";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS ODONTO CLESSY MARIA ALVES CARDOSO";"=""5179025""";"";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS ODONTO TOKAI SERVICOS EM ODONTOLOGIA";"=""3859258""";"=""09292562000120""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS PSICOLOGIA MONICA MARIA";"=""6286593""";"";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONS REABILITE";"=""6813038""";"=""13157861000120""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CONSULTE SAUDE";"=""7775415""";"=""21572983000100""";"AL";"MACEIO";"2018-08-30";""
"SADT";"CONSULTORIO CASS EIRELI";"=""7181663""";"=""16587425000189""";"SC";"SAO BENTO DO SUL";"2018-08-30";""
"SADT";"CONSULTORIO DE FONOAUDIOLOGIA KARINA FOGACA";"=""9004262""";"=""26639754000180""";"SC";"FLORIANOPOLIS";"2018-08-30";""
"SADT";"CONSULTORIO DE FONOAUDIOLOGIA SUSANA BUENO DE SOUZA";"=""3773205""";"";"SP";"JUNDIAI";"2018-08-30";""
"SADT";"CONSULTORIO DE OFTALMOLOGIA DR RENATO M B FORMIGA";"=""3039323""";"=""77750131000110""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"CONSULTORIO DR MARCELO COIMBRA";"=""5332443""";"=""07090175000186""";"PE";"PETROLINA";"2018-08-30";""
"SADT";"CONSULTORIO LILIAN PEREIRA DE JESUS CASOTTI IBITINGA";"=""3828255""";"=""03907710000198""";"SP";"IBITINGA";"2018-08-30";""
"SADT";"CONSULTORIO MEDICO DRA ZELINDA MARCELINO DA SILVA ANDRADE";"=""6139043""";"";"MG";"MANHUACU";"2018-08-30";""
"SADT";"CONSULTORIO MEDICO GINECOLOGIA DR NILTON JOSE LEITE";"=""3747077""";"=""04860252000141""";"SP";"CONCHAS";"2018-08-30";""
"SADT";"CONSULTORIO MEDICO NORMA IMPERIO MEYRELLES E MARCIO SIDNEI D";"=""7521529""";"=""29262045000116""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"CONSULTORIOS INTEGRADOS";"=""9089705""";"=""24874501000165""";"PA";"BELEM";"2018-08-30";""
"SADT";"CONSULTORIOS MEDICOS E DE FISIOTERAPIA SANTELLO";"=""3511553""";"=""73246530000198""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"COOPFISIO";"=""6423698""";"=""03099379000127""";"RS";"NOVO HAMBURGO";"2018-08-30";""
"SADT";"COP FISIOTERAPIA";"=""3091147""";"=""04535508000145""";"MG";"JUIZ DE FORA";"2018-08-30";""
"SADT";"COPI";"=""7366388""";"=""17298509000165""";"ES";"COLATINA";"2018-08-30";""
"SADT";"CORA CLINICA DE ORTOPEDIA E REABILITACAO ADCIONAL";"=""3233472""";"=""31888043000189""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"CORDIS CLINICA LTDA";"=""3063364""";"=""30115059000196""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"CORPO ATIVO";"=""6080413""";"=""14211752000106""";"SP";"SAO JOSE DOS CAMPOS";"2018-08-30";""
"SADT";"CORPO E MENTE FISIOTERAPIA";"=""0014613""";"=""01021531000123""";"PR";"CAMPO MOURAO";"2018-08-30";""
"SADT";"CORPO E MOVIMENTO CLINICA DE FISIOTERAPIA";"=""2598671""";"=""18003346000109""";"SC";"PRESIDENTE GETULIO";"2018-08-30";""
"SADT";"CORPO E MOVIMENTO SERV FISIOT SUPERV E AUDITORIA LTDA";"=""6789153""";"=""13190821000180""";"RJ";"DUQUE DE CAXIAS";"2018-08-30";""
"SADT";"CORPO EM HARMONIA";"=""6552641""";"=""03315453000103""";"MG";"JANAUBA";"2018-08-30";""
"SADT";"CORPO EM TERAPIA";"=""5757673""";"=""09034897000149""";"PE";"RECIFE";"2018-08-30";""
"SADT";"CORPO SAUDE";"=""3390888""";"=""00959547000119""";"PA";"BELEM";"2018-08-30";""
"SADT";"CORPORALE FISIOTERAPIA";"=""2156415""";"=""02965113000157""";"MG";"CORINTO";"2018-08-30";""
"SADT";"CORPORE SANO FISIOTERAPIA";"=""5252814""";"=""03906627000102""";"SC";"FLORIANOPOLIS";"2018-08-30";""
"SADT";"CORPUS";"=""3944603""";"=""06189143000170""";"RS";"SANT'ANA DO LIVRAMENTO";"2018-08-30";""
"SADT";"CORPUS CLEAN";"=""7654111""";"=""02861479000186""";"SC";"SAO BENTO DO SUL";"2018-08-30";""
"SADT";"CORPUS CLINICA DE REABILITACAO";"=""6392113""";"=""04920106000164""";"MG";"OLIVEIRA";"2018-08-30";""
"SADT";"CORPUS FISIOTERAPIA E ESTETICA MAIRINQUE";"=""7241674""";"=""13407784000119""";"SP";"MAIRINQUE";"2018-08-30";""
"SADT";"CORREIA E MATOS CONSULTORIA TERAPEUTICA";"=""9007237""";"=""22467084000291""";"BA";"JUAZEIRO";"2018-08-30";""
"SADT";"COSLAB";"=""5561566""";"=""05568966000143""";"PR";"CERRO AZUL";"2018-08-30";""
"SADT";"COTRAUMA";"=""3356701""";"=""27009661000134""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"COUTINHO PINHEIRO ANALISES CLINICAS LTDA";"=""3094030""";"=""30476709000129""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"CPCPI CENTRO DE PREVENCAO DE CANCER PATOLOGIA E IMUNOPATOL";"=""3763420""";"=""04254254000197""";"PE";"RECIFE";"2018-08-30";""
"SADT";"CPD CITOLOGIA E PATOLOGIA DIAGNOSTICA";"=""3141195""";"=""02829193000113""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"CPDA";"";"=""07617926000170""";"AM";"MANAUS";"2018-08-30";""
"SADT";"CPM CENTRO DE PATOLOGIA MEDICA";"=""2239450""";"=""90481078000168""";"RS";"CAXIAS DO SUL";"2018-08-30";""
"SADT";"CPO";"=""6675301""";"=""07510778000190""";"PB";"JOAO PESSOA";"2018-08-30";""
"SADT";"CPO ONCOLOGIA";"=""3021254""";"=""35330497000190""";"PE";"RECIFE";"2018-08-30";""
"SADT";"CPVN CLINICA DE FISIOTERAPIA";"=""6217923""";"=""10693098000163""";"PR";"FRANCISCO BELTRAO";"2018-08-30";""
"SADT";"CRAT CENTRO DE REABILITACAO APARECIDA TURQUI";"=""9096515""";"=""23574926000196""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CRB";"=""3540324""";"=""13966221000160""";"BA";"SANTO AMARO";"2018-08-30";""
"SADT";"CREABILY ARTE DA CURA CLINICA FISIOTERAPEUTICA";"=""7676468""";"=""13504275000104""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"CREFIPA CENTRO DE RABILITACAO FUNCIONAL DE IPANEMA";"=""6015670""";"=""03976480000119""";"MG";"IPANEMA";"2018-08-30";""
"SADT";"CRF FISIO";"=""6491529""";"=""10985732000131""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"CRH CENTRO DE REABILITACAO HUMANA";"=""5431247""";"=""08020974000149""";"BA";"DIAS D'AVILA";"2018-08-30";""
"SADT";"CRIOBANCO";"=""2709112""";"=""28499796000198""";"ES";"VITORIA";"2018-08-30";""
"SADT";"CRJ CENTRO DE RECUPERACAO JARAGUA LTDA";"=""2596210""";"=""01230710000170""";"SC";"JARAGUA DO SUL";"2018-08-30";""
"SADT";"CROMAF";"=""5112370""";"=""02561748000199""";"RS";"CANOAS";"2018-08-30";""
"SADT";"CRONOS DIAGNOSTICO";"=""3291340""";"=""05683084000129""";"MG";"BELO HORIZONTE";"2018-08-30";""
"SADT";"CTA LABORATORIO";"=""7080476""";"=""10297573000182""";"SP";"CAIEIRAS";"2018-08-30";""
"SADT";"CTDR JOINVILLE";"=""2521512""";"=""78836855000144""";"SC";"JOINVILLE";"2018-08-30";""
"SADT";"CTI CENTRO DE TERAPIAS INTEGRADAS";"=""7014228""";"=""08944112000102""";"PI";"UNIAO";"2018-08-30";""
"SADT";"CTR CENTRO DE TERAPIA E REABILITACAO";"=""7402228""";"=""19030516000107""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"CTR CENTRO DE TERAPIA RENAL";"=""5983967""";"=""08799586000108""";"GO";"APARECIDA DE GOIANIA";"2018-08-30";""
"SADT";"CTRA";"=""6295843""";"=""09218020000108""";"RJ";"ARARUAMA";"2018-08-30";""
"SADT";"CTRI";"=""2268876""";"=""00146531000197""";"RJ";"ITABORAI";"2018-08-30";""
"SADT";"CUIDAR CLINICA DE FISIOTERAPIA";"=""6465250""";"=""11071262000163""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"DAC";"=""6387683""";"=""01402264000215""";"SP";"INDAIATUBA";"2018-08-30";""
"SADT";"DAC";"=""6272061""";"=""01402264000134""";"SP";"CAMPINAS";"2018-08-30";""
"SADT";"DAC DIAGNOSTICO DE ANALISES CLINICAS LTDA";"=""7089872""";"=""01402264000304""";"SP";"INDAIATUBA";"2018-08-30";""
"SADT";"DAP DIAGNOSTICOS EM ANATOMIA PATOLOGICA";"=""98001614""";"=""19653081000157""";"PR";"LONDRINA";"2018-08-30";"-MAIOR QUE 7-"
"SADT";"DAP DIAGNOSTICOS EM PATOLOGIA";"=""7151071""";"=""15549914000183""";"SP";"SAO JOSE DO RIO PRETO";"2018-08-30";""
"SADT";"DAPI DIAGNOSTICO AVANCADO POR IMAGEM";"=""6297692""";"=""76689835001215""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"DAPI DIAGNOSTICO AVANCADO POR IMAGEM";"=""2360764""";"=""76689835000596""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"DASA";"=""3488217""";"=""61486650000183""";"SP";"BARUERI";"2018-08-30";""
"SADT";"DATALAB GRACA";"=""6595219""";"=""15214919002441""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"DAVES LABORATORIO DE ANALISES CLINICAS";"=""3311678""";"=""01739224000182""";"MG";"CRUZILIA";"2018-08-30";""
"SADT";"DE FRANCISCO FISIOTERAPIA LTDA";"=""3079872""";"=""01379021000122""";"SP";"SALTO";"2018-08-30";""
"SADT";"DE QUALITA";"=""7859414""";"=""23264304000161""";"RS";"CHAPADA";"2018-08-30";""
"SADT";"DEA AMARAL FISIOTERAPIA";"=""5091071""";"=""04825217000191""";"MG";"PARA DE MINAS";"2018-08-30";""
"SADT";"DELFIN MEDICOS ASSOCIADOS";"=""6194966""";"=""08861235000180""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"DELFIN SERVICOS DE RADIOTERAPIA";"=""7167156""";"=""14923240000172""";"BA";"LAURO DE FREITAS";"2018-08-30";""
"SADT";"DELIANE BALLONI GUADAGNINI";"=""3011054""";"=""05311109000163""";"SP";"BOITUVA";"2018-08-30";""
"SADT";"DELTA LAB LABORATORIO CLINICO ESPECIALIZADO";"=""7154933""";"=""54146915000309""";"SP";"ITATIBA";"2018-08-30";""
"SADT";"DENISE ALCANTARA CLINICA DE FISIOTERAPIA LTDA";"=""3542947""";"=""03281997000193""";"PE";"RECIFE";"2018-08-30";""
"SADT";"DENSITO CLINICA";"=""6843778""";"=""13220213000170""";"PR";"TOLEDO";"2018-08-30";""
"SADT";"DENTALLAB";"=""5999286""";"=""09644419000150""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"DENTALLYS";"=""6952453""";"=""08060910000171""";"SC";"LAGES";"2018-08-30";""
"SADT";"DEPIERI LABORATORIO DE ANALISES CLINICAS";"=""2543478""";"=""01706377000123""";"SC";"SAO MIGUEL DO OESTE";"2018-08-30";""
"SADT";"DERM IMAGEM";"=""6911471""";"=""11643613000163""";"MG";"IPATINGA";"2018-08-30";""
"SADT";"DERMA PRIME";"=""7509448""";"=""19626458000189""";"DF";"BRASILIA";"2018-08-30";""
"SADT";"DERMACLINICA";"=""7532636""";"=""06556488000114""";"GO";"CATALAO";"2018-08-30";""
"SADT";"DERMAFONO";"=""5400945""";"=""03964740000136""";"RN";"NATAL";"2018-08-30";""
"SADT";"DERMATOLOGICA SERVICOS MEDICOS S S LTDA";"=""6295460""";"=""08973191000180""";"SP";"BRAGANCA PAULISTA";"2018-08-30";""
"SADT";"DESPERTAR NUCLEO EDUCACIONAL E TERAPEUTICO";"=""6404448""";"=""25092495000157""";"GO";"GOIANIA";"2018-08-30";""
"SADT";"DESPORTIVA";"=""5893364""";"=""07209200000106""";"PA";"BELEM";"2018-08-30";""
"SADT";"DHEIN DHEIN CARAZINHO";"=""5177391""";"=""03979471000181""";"RS";"CARAZINHO";"2018-08-30";""
"SADT";"DI TRATAR FISIOTERAPIA";"=""9000291""";"=""24827829000120""";"MG";"DIAMANTINA";"2018-08-30";""
"SADT";"DIACLIN";"=""7245009""";"=""09518892000191""";"BA";"IRECE";"2018-08-30";""
"SADT";"DIAG";"=""5044847""";"=""02678029000152""";"MG";"GUAXUPE";"2018-08-30";""
"SADT";"DIAG CITO";"=""7403992""";"=""19090724000100""";"MG";"CONSELHEIRO LAFAIETE";"2018-08-30";""
"SADT";"DIAGNOS";"=""5473195""";"=""08717971000169""";"SP";"SANTOS";"2018-08-30";""
"SADT";"DIAGNOSE";"=""2006855""";"=""35741024000186""";"AL";"MACEIO";"2018-08-30";""
"SADT";"DIAGNOSE";"=""3088634""";"=""02717445000112""";"DF";"BRASILIA";"2018-08-30";""
"SADT";"DIAGNOSE";"=""2639637""";"=""75108456000179""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"DIAGNOSE";"=""3066452""";"=""00263823000100""";"BA";"FEIRA DE SANTANA";"2018-08-30";""
"SADT";"DIAGNOSE";"=""3771016""";"=""87505632000276""";"RS";"BENTO GONCALVES";"2018-08-30";""
"SADT";"DIAGNOSE GYN";"=""7933657""";"=""23769410000105""";"RS";"CAXIAS DO SUL";"2018-08-30";""
"SADT";"DIAGNOSE I";"=""3134741""";"=""09369604000184""";"PB";"CAMPINA GRANDE";"2018-08-30";""
"SADT";"DIAGNOSE LABORATORIO DE ANALISES CLINICAS";"=""2260042""";"=""04567872000197""";"RS";"SERAFINA CORREA";"2018-08-30";""
"SADT";"DIAGNOSE LABORATORIO DE ANALISES CLINICAS SC LTDA";"=""3321320""";"=""64614001000109""";"SP";"ASSIS";"2018-08-30";""
"SADT";"DIAGNOSI LAB DE ANALISE CLINICAS";"=""5973082""";"=""09108800000103""";"ES";"ARACRUZ";"2018-08-30";""
"SADT";"DIAGNOSTIC";"=""2406195""";"=""23505852000136""";"PI";"TERESINA";"2018-08-30";""
"SADT";"DIAGNOSTICA";"=""3509842""";"=""06305638000117""";"RS";"DOIS IRMAOS";"2018-08-30";""
"SADT";"DIAGNOSTICA";"=""2533405""";"=""14516421000184""";"BA";"JEQUIE";"2018-08-30";""
"SADT";"DIAGNOSTICARE";"=""3534979""";"=""07023303000179""";"MS";"CAMPO GRANDE";"2018-08-30";""
"SADT";"DIAGNOSTICO LABORATORIO DE ANALISES CLINICAS FLORIANOPOLIS";"=""0019887""";"=""81366460000130""";"SC";"FLORIANOPOLIS";"2018-08-30";""
"SADT";"DIAGNOSTICOS";"=""5859751""";"=""05811511000107""";"MG";"RIO CASCA";"2018-08-30";""
"SADT";"DIAGNOSTICOS EXATOS";"=""7793359""";"=""08234003000100""";"SP";"RANCHARIA";"2018-08-30";""
"SADT";"DIAGNOSTICOS FALCAO";"=""6463770""";"=""11327440000174""";"RJ";"BARRA MANSA";"2018-08-30";""
"SADT";"DIAGNOSTIK";"=""3056414""";"=""03500455000164""";"DF";"BRASILIA";"2018-08-30";""
"SADT";"DIAGNOSTIKA ENDOSCOPIA RADIOLOGIA";"=""3569004""";"=""70179577000198""";"PE";"RECIFE";"2018-08-30";""
"SADT";"DIAGNOSTLABORA";"=""3699765""";"=""41968884000150""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"DIAGNOTEST";"=""5534283""";"=""31991946000352""";"RJ";"NILOPOLIS";"2018-08-30";""
"SADT";"DIAGNOTEST";"=""9022201""";"=""31991946000603""";"RJ";"BELFORD ROXO";"2018-08-30";""
"SADT";"DIAGSON ULTRASSONOGRAFIA SOROCABA";"=""8640202""";"=""50803709000101""";"SP";"SOROCABA";"2018-08-30";""
"SADT";"DIALISA SUMARE";"=""2749750""";"=""04022262000108""";"SP";"SUMARE";"2018-08-30";""
"SADT";"DIBEL REABILITACAO HUMANA";"=""3184102""";"=""48488266000151""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"DIFFUSION DIAGNOSTICOS POR IMAGEM";"=""6753345""";"=""09113161000166""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"DIGEN IMAGE";"=""5625424""";"=""04337584000146""";"SP";"SAO JOSE DOS CAMPOS";"2018-08-30";""
"SADT";"DIGIMAGEM BELEM";"=""5187583""";"=""54283775000140""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"DIMAGEM";"=""3145786""";"=""36449718000107""";"RJ";"NOVA IGUACU";"2018-08-30";""
"SADT";"DIPREVER";"=""2491400""";"=""81351967000110""";"SC";"TUBARAO";"2018-08-30";""
"SADT";"DIVA DANIELLY DA SILVA REGO ME";"=""7571259""";"=""16713135000134""";"PE";"PETROLINA";"2018-08-30";""
"SADT";"DIX DIAGNOSTICO";"=""2243342""";"=""92458413000132""";"RS";"SANTA MARIA";"2018-08-30";""
"SADT";"DM MEDICINA NUCLEAR";"=""7575025""";"=""18808230000147""";"MG";"UBERABA";"2018-08-30";""
"SADT";"DMI";"=""2555042""";"=""02202456000160""";"SC";"SAO JOSE";"2018-08-30";""
"SADT";"DMI";"=""2407000""";"=""02899955000158""";"PI";"TERESINA";"2018-08-30";""
"SADT";"DNA";"=""6076017""";"=""09599285000101""";"AC";"RIO BRANCO";"2018-08-30";""
"SADT";"DNA ANALISES CLINICAS";"=""7904282""";"=""07215598000428""";"RS";"BOA VISTA DO SUL";"2018-08-30";""
"SADT";"DNA CENTRO LABORATORIAL";"=""0020931""";"=""00912031000119""";"BA";"SALVADOR";"2018-08-30";""
"SADT";"DNA CONSULT GENETICA E BIOTECNOLOGIA LTDA";"=""7431635""";"=""03062362000103""";"SP";"SAO CARLOS";"2018-08-30";""
"SADT";"DNA LAB";"=""3480437""";"=""07215598000185""";"RS";"GARIBALDI";"2018-08-30";""
"SADT";"DNA LABORATORIO CLINICO";"=""2337983""";"=""00175569000198""";"GO";"GOIANIA";"2018-08-30";""
"SADT";"DNALIFE INSTITUTO DE PESQUISAS E DIAGNOSTICOS";"=""7917368""";"=""12662739000148""";"SP";"SAO PAULO";"2018-08-30";""
"SADT";"DOC IDEAL";"=""5310512""";"=""01525337000185""";"PR";"CURITIBA";"2018-08-30";""
"SADT";"DOCTOR FISIO";"=""6796613""";"=""08858519000117""";"AM";"MANAUS";"2018-08-30";""
"SADT";"DOCTOR LAB";"=""3328813""";"=""05197347000190""";"ES";"CACHOEIRO DE ITAPEMIRIM";"2018-08-30";""
"SADT";"DOM FELICIANO";"=""6782124""";"=""92942564001567""";"RS";"PORTO ALEGRE";"2018-08-30";""
"SADT";"DOMINGUES E QUINA FISIOTERAPIA";"=""6678599""";"=""13014720000158""";"SP";"SAO JOSE DOS CAMPOS";"2018-08-30";""
"SADT";"DONE DIAGNOSTICOS";"=""7943822""";"=""24121713000171""";"CE";"PARAIPABA";"2018-08-30";""
"SADT";"DOPSOM SERVICO MEDICO DE PROPEDEUTICA POR IMAGEM";"=""3239594""";"=""65160269000180""";"MG";"BELO HORIZONTE";"2018-08-30";""
"SADT";"DOUGLAS CAMILO MARTINEZ";"=""6013988""";"=""10198282000137""";"SP";"RIBEIRAO PRETO";"2018-08-30";""
"SADT";"DOURALAB LABORATORIO DE ANLISES CLINICAS";"=""7749643""";"=""22590165000101""";"MS";"DOURADINA";"2018-08-30";""
"SADT";"DOWNTOWN OFTALMOCENTER";"=""6009921""";"=""73838922000146""";"RJ";"RIO DE JANEIRO";"2018-08-30";""
"SADT";"DR EDSON LUIS ROSALINO";"=""5749255""";"";"SP";"ARARAQUARA";"2018-08-30";""
"SADT";"DR EMMERSON CENTRO DE DIAGNOSTICOS";"=""2281759""";"=""30828834000150""";"RJ";"NOVA IGUACU";"2018-08-30";""
